iteration,eps,f,t2_grape,t2_ideal,t2_ratio,alpha_grape,alpha_ideal
20,-4.000e-01,3.000e-01,2.720e-04,1.383e-04,1.967e+00,3.417e+00,3.283e+00
21,-4.000e-01,4.000e-01,1.715e-04,1.213e-04,1.413e+00,3.324e+00,3.160e+00
22,-4.000e-01,5.000e-01,1.455e-04,1.229e-04,1.184e+00,3.227e+00,3.200e+00
23,-3.000e-01,-5.000e-01,3.866e-04,1.436e-04,2.692e+00,3.478e+00,3.202e+00
24,-3.000e-01,-4.000e-01,3.027e-04,1.402e-04,2.159e+00,3.304e+00,3.132e+00
25,-3.000e-01,-3.000e-01,3.546e-04,1.703e-04,2.082e+00,3.388e+00,3.322e+00
26,-3.000e-01,-2.000e-01,4.689e-04,1.641e-04,2.858e+00,3.704e+00,3.261e+00
27,-3.000e-01,-1.000e-01,6.336e-04,1.447e-04,4.378e+00,4.351e+00,3.131e+00
28,-3.000e-01,0.000e+00,4.560e-04,2.092e-04,2.179e+00,3.653e+00,3.226e+00
29,-3.000e-01,1.000e-01,4.459e-04,1.447e-04,3.081e+00,3.595e+00,3.131e+00
30,-3.000e-01,2.000e-01,6.706e-04,1.641e-04,4.086e+00,4.292e+00,3.261e+00
31,-3.000e-01,3.000e-01,4.629e-04,1.703e-04,2.717e+00,3.870e+00,3.322e+00
32,-3.000e-01,4.000e-01,3.066e-04,1.402e-04,2.186e+00,3.547e+00,3.132e+00
33,-3.000e-01,5.000e-01,2.655e-04,1.436e-04,1.849e+00,3.430e+00,3.202e+00
34,-2.000e-01,-5.000e-01,6.015e-04,1.717e-04,3.504e+00,4.164e+00,3.210e+00
35,-2.000e-01,-4.000e-01,5.457e-04,1.693e-04,3.224e+00,3.880e+00,3.120e+00
36,-2.000e-01,-3.000e-01,4.740e-04,2.176e-04,2.178e+00,3.678e+00,3.370e+00
37,-2.000e-01,-2.000e-01,5.626e-04,2.192e-04,2.567e+00,3.893e+00,3.332e+00
38,-2.000e-01,-1.000e-01,7.814e-04,1.863e-04,4.194e+00,4.799e+00,3.121e+00
39,-2.000e-01,0.000e+00,6.328e-04,3.141e-04,2.015e+00,4.167e+00,3.328e+00
40,-2.000e-01,1.000e-01,6.990e-04,1.863e-04,3.751e+00,4.444e+00,3.121e+00
41,-2.000e-01,2.000e-01,6.389e-04,2.192e-04,2.915e+00,4.167e+00,3.332e+00
42,-2.000e-01,3.000e-01,4.776e-04,2.176e-04,2.195e+00,3.716e+00,3.370e+00
43,-2.000e-01,4.000e-01,3.861e-04,1.693e-04,2.281e+00,3.569e+00,3.120e+00
44,-2.000e-01,5.000e-01,3.131e-04,1.717e-04,1.824e+00,3.469e+00,3.210e+00
45,-1.000e-01,-5.000e-01,3.813e-04,2.070e-04,1.842e+00,3.505e+00,3.255e+00
46,-1.000e-01,-4.000e-01,5.640e-04,2.112e-04,2.670e+00,3.926e+00,3.155e+00
47,-1.000e-01,-3.000e-01,7.590e-04,2.604e-04,2.915e+00,4.708e+00,3.317e+00
48,-1.000e-01,-2.000e-01,6.846e-04,3.316e-04,2.065e+00,4.396e+00,3.561e+00
49,-1.000e-01,-1.000e-01,7.383e-04,2.807e-04,2.630e+00,4.613e+00,3.197e+00
50,-1.000e-01,0.000e+00,7.858e-04,5.266e-04,1.492e+00,4.813e+00,3.820e+00
51,-1.000e-01,1.000e-01,7.329e-04,2.807e-04,2.611e+00,4.563e+00,3.197e+00
52,-1.000e-01,2.000e-01,6.203e-04,3.316e-04,1.871e+00,4.101e+00,3.561e+00
53,-1.000e-01,3.000e-01,5.182e-04,2.604e-04,1.990e+00,3.807e+00,3.317e+00
54,-1.000e-01,4.000e-01,4.397e-04,2.112e-04,2.082e+00,3.659e+00,3.155e+00
55,-1.000e-01,5.000e-01,3.959e-04,2.070e-04,1.912e+00,3.693e+00,3.255e+00
56,0.000e+00,-5.000e-01,4.027e-04,2.441e-04,1.650e+00,3.520e+00,3.415e+00
57,0.000e+00,-4.000e-01,4.573e-04,2.570e-04,1.780e+00,3.626e+00,3.324e+00
58,0.000e+00,-3.000e-01,5.758e-04,2.799e-04,2.057e+00,3.955e+00,3.259e+00
59,0.000e+00,-2.000e-01,6.965e-04,4.131e-04,1.686e+00,4.403e+00,3.646e+00
60,0.000e+00,-1.000e-01,7.750e-04,5.609e-04,1.382e+00,4.772e+00,3.965e+00
61,0.000e+00,0.000e+00,7.823e-04,7.912e-04,9.887e-01,4.796e+00,4.838e+00
62,0.000e+00,1.000e-01,7.785e-04,5.609e-04,1.388e+00,4.777e+00,3.965e+00
63,0.000e+00,2.000e-01,7.604e-04,4.131e-04,1.841e+00,4.711e+00,3.646e+00
64,0.000e+00,3.000e-01,7.097e-04,2.799e-04,2.535e+00,4.547e+00,3.259e+00
65,0.000e+00,4.000e-01,5.740e-04,2.570e-04,2.234e+00,4.085e+00,3.324e+00
66,0.000e+00,5.000e-01,4.209e-04,2.441e-04,1.724e+00,3.598e+00,3.415e+00
67,1.000e-01,-5.000e-01,6.061e-04,2.095e-04,2.893e+00,4.065e+00,3.315e+00
68,1.000e-01,-4.000e-01,5.495e-04,2.414e-04,2.276e+00,3.881e+00,3.379e+00
69,1.000e-01,-3.000e-01,5.579e-04,2.440e-04,2.286e+00,3.916e+00,3.230e+00
70,1.000e-01,-2.000e-01,6.156e-04,2.544e-04,2.420e+00,4.090e+00,3.133e+00
71,1.000e-01,-1.000e-01,6.807e-04,3.136e-04,2.170e+00,4.338e+00,3.399e+00
72,1.000e-01,0.000e+00,7.143e-04,5.267e-04,1.356e+00,4.486e+00,3.820e+00
73,1.000e-01,1.000e-01,7.084e-04,3.136e-04,2.259e+00,4.453e+00,3.399e+00
74,1.000e-01,2.000e-01,6.802e-04,2.544e-04,2.674e+00,4.333e+00,3.133e+00
75,1.000e-01,3.000e-01,6.459e-04,2.440e-04,2.647e+00,4.203e+00,3.230e+00
76,1.000e-01,4.000e-01,5.965e-04,2.414e-04,2.470e+00,4.045e+00,3.379e+00
77,1.000e-01,5.000e-01,5.232e-04,2.095e-04,2.498e+00,3.827e+00,3.315e+00
78,2.000e-01,-5.000e-01,3.902e-04,1.665e-04,2.344e+00,3.585e+00,3.223e+00
79,2.000e-01,-4.000e-01,5.786e-04,2.026e-04,2.856e+00,3.976e+00,3.391e+00
80,2.000e-01,-3.000e-01,7.293e-04,1.939e-04,3.762e+00,4.560e+00,3.224e+00
81,2.000e-01,-2.000e-01,7.157e-04,1.834e-04,3.902e+00,4.525e+00,3.095e+00
82,2.000e-01,-1.000e-01,6.929e-04,1.966e-04,3.524e+00,4.405e+00,3.199e+00
83,2.000e-01,0.000e+00,7.056e-04,3.141e-04,2.247e+00,4.449e+00,3.328e+00
84,2.000e-01,1.000e-01,7.256e-04,1.966e-04,3.690e+00,4.536e+00,3.199e+00
85,2.000e-01,2.000e-01,7.660e-04,1.834e-04,4.175e+00,4.730e+00,3.095e+00
86,2.000e-01,3.000e-01,7.371e-04,1.939e-04,3.802e+00,4.588e+00,3.224e+00
87,2.000e-01,4.000e-01,6.378e-04,2.026e-04,3.148e+00,4.166e+00,3.391e+00
88,2.000e-01,5.000e-01,5.043e-04,1.665e-04,3.029e+00,3.772e+00,3.223e+00
89,3.000e-01,-5.000e-01,2.280e-04,1.380e-04,1.652e+00,3.263e+00,3.201e+00
90,3.000e-01,-4.000e-01,2.992e-04,1.612e-04,1.856e+00,3.263e+00,3.329e+00
91,3.000e-01,-3.000e-01,4.114e-04,1.573e-04,2.616e+00,3.500e+00,3.235e+00
92,3.000e-01,-2.000e-01,5.209e-04,1.462e-04,3.563e+00,3.786e+00,3.125e+00
93,3.000e-01,-1.000e-01,6.062e-04,1.499e-04,4.044e+00,4.054e+00,3.176e+00
94,3.000e-01,0.000e+00,6.316e-04,2.093e-04,3.018e+00,4.162e+00,3.226e+00
95,3.000e-01,1.000e-01,6.066e-04,1.499e-04,4.047e+00,4.044e+00,3.176e+00
96,3.000e-01,2.000e-01,5.395e-04,1.462e-04,3.690e+00,3.821e+00,3.125e+00
97,3.000e-01,3.000e-01,4.508e-04,1.573e-04,2.867e+00,3.591e+00,3.235e+00
98,3.000e-01,4.000e-01,3.565e-04,1.612e-04,2.212e+00,3.373e+00,3.329e+00
99,3.000e-01,5.000e-01,2.888e-04,1.380e-04,2.093e+00,3.349e+00,3.201e+00
100,4.000e-01,-5.000e-01,1.636e-04,1.190e-04,1.375e+00,3.190e+00,3.200e+00
101,4.000e-01,-4.000e-01,1.948e-04,1.321e-04,1.475e+00,3.129e+00,3.279e+00
102,4.000e-01,-3.000e-01,2.503e-04,1.318e-04,1.900e+00,3.225e+00,3.238e+00
103,4.000e-01,-2.000e-01,3.161e-04,1.237e-04,2.556e+00,3.348e+00,3.156e+00
104,4.000e-01,-1.000e-01,3.830e-04,1.246e-04,3.074e+00,3.451e+00,3.182e+00
105,4.000e-01,0.000e+00,3.902e-04,1.566e-04,2.493e+00,3.508e+00,3.213e+00
106,4.000e-01,1.000e-01,3.845e-04,1.246e-04,3.086e+00,3.459e+00,3.182e+00
107,4.000e-01,2.000e-01,3.620e-04,1.237e-04,2.927e+00,3.366e+00,3.156e+00
108,4.000e-01,3.000e-01,3.250e-04,1.318e-04,2.466e+00,3.383e+00,3.238e+00
109,4.000e-01,4.000e-01,2.829e-04,1.321e-04,2.142e+00,3.379e+00,3.279e+00
110,4.000e-01,5.000e-01,2.433e-04,1.190e-04,2.044e+00,3.420e+00,3.200e+00
111,5.000e-01,-5.000e-01,1.308e-04,1.060e-04,1.234e+00,3.184e+00,3.205e+00
112,5.000e-01,-4.000e-01,1.456e-04,1.132e-04,1.286e+00,3.144e+00,3.251e+00
113,5.000e-01,-3.000e-01,1.720e-04,1.141e-04,1.507e+00,3.179e+00,3.236e+00
114,5.000e-01,-2.000e-01,2.135e-04,1.089e-04,1.960e+00,3.318e+00,3.180e+00
115,5.000e-01,-1.000e-01,2.528e-04,1.090e-04,2.321e+00,3.356e+00,3.193e+00
116,5.000e-01,0.000e+00,2.916e-04,1.266e-04,2.304e+00,3.324e+00,3.214e+00
117,5.000e-01,1.000e-01,2.863e-04,1.090e-04,2.628e+00,3.510e+00,3.193e+00
118,5.000e-01,2.000e-01,2.935e-04,1.089e-04,2.695e+00,3.547e+00,3.180e+00
119,5.000e-01,3.000e-01,2.635e-04,1.141e-04,2.309e+00,3.453e+00,3.236e+00
120,5.000e-01,4.000e-01,2.221e-04,1.132e-04,1.962e+00,3.380e+00,3.251e+00
121,5.000e-01,5.000e-01,1.745e-04,1.060e-04,1.647e+00,3.222e+00,3.205e+00
